ModelCode,ModelName
1384860,747-282B
1384861,747-243B
1384862,747-284B
1384863,747-244B
1384864,747-246B
1384865,747-256B
1384866,747-200F
1384867,747-283B
1384868,747-258B
1384869,747-258C
1384870,747-2R7F
1384871,747-121
1384872,747-122
1384873,747-123
1384874,747-124
1384875,747-258F
1384876,747-2Q2B
1384877,747-267B
1384878,747-267F
1384879,747-129
138487A,747-121
1384880,747-130
1384881,747-131
1384882,747-132
1384883,747-136
1384884,747-156
1384885,747-268F
1384886,747-212B
1384887,747-227
1384888,747-227B
1384889,747-230B
138488A,747SR-100
138488C,747-101
138488D,747-4HAF
138488E,747-400F
138488F,747-4KZF
138488G,737-96NER
138488H,737-900ER
138488I,747-4HQF
138488J,747-8LQ
138488K,737-932ER
138488L,737-91MER
1384890,747-228B
1384891,747-151
1384892,747-251B
1384893,747-127
1384894,747-128
1384895,747-228F
1384896,747-273C
1384897,747-245F
1384898,747-251F
1384899,747-270C
138489B,747-209B
13848A1,737-924
13848A2,747-221F
13848A3,737-924ER
13848A4,747-400M
13848A5,747-281B
13848A6,737-93YER
13848AA,747-271C
13848AB,747-281F
13848AC,747-286B
13848AD,747-3B3
13848AE,747-3B5
13848AF,747-3D7
13848AG,747-3G1
13848AH,747-3H6
13848AI,747-306
13848AJ,747-329
13848AK,747-337
13848AL,747-338
13848AM,747-341
13848AN,747-344
13848AO,747-346
13848AP,747-357
13848AQ,747-366
13848AR,747-367
13848AS,747-368
13848AT,747-400
13848AU,747-409
13848AV,747-412F
13848AW,747-E4B
13848AX,747-21AC
13848AY,747-133
13848AZ,747-2B5B
13848B1,747-44A
13848B2,747-44AF
13848BA,747-SR-81
13848BB,747-4D7
13848BC,747-444
13848BD,747-468
13848BE,747-4H6
13848BF,747-481F
13848BG,747-4J6
13848BH,747-4B5F
13848BI,747-436
13848BJ,747-437
13848BK,747-419
13848BL,747-48EF
13848BM,747-458
13848BN,747-430
13848BO,747-41R
13848BP,747-4R7F
13848BQ,747-4B5
13848BR,747-409F
13848BS,747-412
13848BT,747-46NF
13848BU,747-443
13848BV,747-433
13848BW,747-4H6F
13848BX,747-48E
13848BY,747-41BF
13848BZ,747-40BF
13848C4,747-400SF
13848CA,747-438
13848CB,747-446F
13848CC,747-412B
13848CD,747-8HVF
13848CE,737-990ER
13848CF,747-8ZV
13848CG,747-8B5
13848CH,747-8B5F
13848CJ,747-446
13848CK,747-8F
13848CZ,747-2J9F
13848DA,747-4P8
13848DB,747-8KB
13848DC,747-8KZF
13848DX,747-867F
13848DY,747-8HTF
13848DZ,747-8R7
13848E0,747-85M
13848EA,747-4EVF
13848EB,747-867
13848EX,747-8Z5
13848EZ,747-406
13848FA,747-406F
13848FZ,747-8
13848GA,747-87UF
13848GZ,747-830
13848JA,747-8JA
13848JB,747-8H0
13848JK,747-8JK
13848KZ,747-8R7F
13848MA,747-89L
13848ME,MD-90-30
13848NC,747-400ERF
13848QF,747-83QF
13848SF,747-412SF
13848Z1,747-287B
13848ZZ,747-481
1384900,747-467F
1384901,747-143
1384902,757-22K
1384903,747SP-09
1384904,747-222B
1384905,747-146
1384906,747-269B
1384907,757-26D
1384908,757-231
1384909,757-2B6
1384910,757-2F8
1384911,757-2F8CB
1384912,757-2G5
1384913,757-2M6
1384915,757-200CB
1384916,757-200PF
1384917,757-21B
1384918,757-258
1384919,757-260PF
138491A,757-2T7
1384920,747-300 SERIES
1384921,757-27B
1384922,757-2YO
1384923,757-330
1384924,757-300
1384925,757-256
1384926,757-2ZO
1384927,757-28S
1384928,757-27A
1384929,757-208
138492A,757-2Y0
1384930,757-324
1384931,757-33N
1384932,747-312
1384933,757-21K
1384935,747-422
1384936,747-428F
1384937,747-428
138493A,747-428
138493E,757-3E7
1384940,747-451
1384941,757-308
1384942,757-29J
1384947,747-45E
1384948,747-4F6
1384949,747-400UF
138494A,747-400D
138494E,757-3CQ
1384950,757-200 SERIES
1384951,757-212
1384952,757-230
1384953,757-200SF
1384956,757-222
1384957,757-223
1384958,757-224
1384959,757-225
138495A,757-230ER
1384960,747SP-J6
1384961,747-45EF
1384962,757-2S7
1384963,757-2G7
1384964,757-2B7
1384965,757-232
1384966,757-23APF
1384967,757-23A
1384969,757-24APF
1384970,757-251
1384971,757-236
1384972,757-2Q8
1384973,757-23N
1384974,757-23P
1384975,757-2T4
1384976,757-28A
1384980,757-25F
1384985,757-285
1384990,757-25C
1384991,757-351
1385000,747-475
1385001,301
1385002,747-4FTF
1385003,777-3FXER
1385004,BV 107-II-9
1385005,107-II
1385006,CH-21C
1385007,107-II
1385008,176
1385009,179
138500A,777-3F2ER
138500B,777-3M2ER
1385010,757-2K2
1385012,777-3FGER
1385015,107-II-15
1385019,107-II-9
1385020,BV 107-II-28
1385021,747-200B
1385047,219 CH47C
1385049,234LR
1385050,360
1385051,234
1385054,CH47-100
1385057,CH47-308
1385058,CH47-309
1385060,CH47-414
1385061,414-100
1385064,CH-47(352)
1385065,YCH-47B
1385066,YCH-47A
1385067,V-107-II-14
1385068,V-107-II-15
1385076,MK6
13850AA,777-3F6ER
1385101,767-332
1385102,767
1385103,767-269
1385104,767-24QER
1385105,767-3P6
1385106,767-35DER
1385107,767-2B7
1385108,767-2Q4
1385109,767-2J6
138510A,767-24Q
138510K,767-2C
1385110,767-204
1385111,767-219
1385112,767-23B
1385113,767-233
1385114,767-238
1385115,767-241
1385116,767-246
1385117,767-258
1385118,767-260
1385119,767-275
1385120,767-200
1385121,767-205
1385122,767-222
1385123,767-223
1385124,767-216
1385125,767-201
1385126,767-3G5
1385127,767-209
1385128,767-277
1385129,767-281
1385130,767-381
1385131,767-231
1385132,767-232
1385133,767-323ER
1385134,767-432ER
1385135,767-304
1385136,767-259
1385137,767-266
1385138,767-2S1
1385139,767-27C
138513A,777-3ZGER
138513B,767-231SF
138513C,767-35E
138513D,767-35D
138513F,767-3S2F
138513G,767-300F
138513H,767-300F
138513X,767-304ER
1385140,75
1385141,767-36D
1385142,767-3Q8
1385143,767-38EF
1385144,767-329
1385145,767-343
1385146,767-3GS
1385147,767-38A
1385148,767-306
1385149,767-283ER
1385150,767-316
1385151,767-338
1385152,767-36N
1385153,767-366
1385154,767-38E
1385155,767-2DX
1385156,767-2EY
1385157,767-2Q8
1385158,767-219ER
1385159,767-27GER
138515A,767-338ER
1385160,767-200ER
1385161,767-200SF
1385163,767-4FS
1385164,767-2J6ER
1385165,767-360
1385166,767-2B1
1385170,767-224
1385175,767-316ER
1385177,767-3D6
1385180,767-2Q8ER
1385184,767-284
1385185,767-3Q8ER
1385186,767-3BG
1385187,767-3CB
1385188,767-25DER
1385189,767-31A
138518A,767-31AER
1385190,767-31B
1385191,767-3JHF
1385192,767-31K
138519B,767-3J6
138519C,767-3KY
1385200,767-322
1385201,767-3T7ER
1385202,767-300ER
1385203,767-324
1385204,767-300
1385205,767-323
1385207,767-3Z9
1385208,767-35H
1385209,767-33A
1385210,767-346
1385211,767-3S1
1385212,767-34AF
1385213,777-223
1385214,767-383
1385215,767-3T8
1385216,767-3T9
1385217,767-375
1385218,777-200
1385219,777-222
138521A,767-3W0
1385220,777-236
1385221,767-352
1385222,777-267
1385223,767-34A
1385224,777-24Q
1385225,777-224
1385226,777-312
1385227,777-268
1385228,777-346
1385229,777-212
138522A,767-3X2
1385230,767-33AER
1385231,777-381
1385232,777-232
1385233,777-2H6
1385234,777-228
1385235,777-269
1385236,777-2Z9
1385237,777-3D7
1385238,777-2Q8
1385239,777-281
138523A,777-3E9ER
1385240,767-3Y0
1385241,777-289
1385242,777-2D7
1385243,777-21H
1385244,777-2B5
1385245,777-3B5
1385246,777-21B
1385247,777-367
1385248,777-2J6
1385249,777-346ER
138524A,777-2KQLR
138524B,777-29MLR
1385250,767-341
1385251,767-33P
1385252,777-328ER
1385253,777-36NER
1385254,777-2B8
1385255,767-34P
1385256,777-300ER
1385257,777-32WER
1385258,777-3B5ER
1385259,777-2M2
138525A,777-300
138525B,767-34G
138525Z,777-31BER
1385260,777-2AN
1385261,777-31H
1385262,777-31HER
1385263,777-35EER
1385264,777-35RER
1385265,777-28E
1385266,777-312ER
1385267,767-3P6ER
1385268,777-340ER
1385269,777-35RER
138526F,767-316F
138526G,767-319
138526H,767-32K
138526I,767-319ER
138526J,777-2DZLR
1385270,767-424ER
1385271,767-424
1385272,777-237LR
1385273,777-333ER
1385274,737-7JB
1385275,777-200LR
1385276,777-21HLR
1385277,777-367ER
1385278,777-232LR
1385279,777-246
138527A,737-7JF
138527B,777F
138527C,777F1B
138527D,777F1H
138527E,777F28
138527F,777-F6N
138527G,777FZN
138527H,777-FS2
138527I,777FZB
138527J,777-316
138527K,767-32L
138527L,777FDZ
138527M,777FHT
138527N,777-319ER
138527O,777FFX
138527P,777FB5
138527Q,777F16
138527R,777-3U3ER
138527S,777FBT
138527T,777FFT
138527U,777-FFG
138527W,777-309ER
138527X,777-3SBER
138527Y,777-360ER
138527Z,777FEZ
1385280,777-258
1385281,777-266
1385282,777-243
1385283,777-3DZER
1385284,777-306ER
1385285,777-2B5ER
1385286,737-7JR
1385287,737-7JZ
1385288,777-336ER
1385289,737-7JY
138528A,777-3U8ER
138528B,777-3DEER
138528K,767-32LF
1385290,767-328
1385291,767-328ER
1385292,777-2FBLR
1385293,737-7JV
1385294,737-7JU
1385295,737-7JW
1385299,777-36N
13852D5,767-37D
13852ER,777-368ER
1385300,767-332ER
1385301,767-333
1385302,DHC-5D
1385303,DHC-8-102
1385304,767-330
1385305,DHC-8-102
1385309,777-200F
1385310,767-383ER
1385311,767-39H
1385312,777-200ER
1385313,777-212ER
1385320,777-278
1385321,777-260LR
1385323,777-323
1385324,777-323ER
1385330,777-3M0ER
1385331,777-3D7ER
1385360,777F60
1385399,767-336
1385400,767-381F
1385440,777-22KLR
1385500,777-26K
1385501,777-240
1385502,777-240LR
1385600,777-206
1385609,787-9
1385700,777-381ER
1385701,777-3Q8ER
138570A,777-39MER
138570B,777-39LER
138570C,777-39PER
1385800,777-219
1386000,DHC 6
1386001,DHC-6-300
1386002,DHC-8-102
1386003,DHC-8-301
1386004,DHC-7-102
1386005,DHC-8-103
1386006,DHC-8-311
1386007,DHC-8-301
1386010,787-10
1386020,DHC-8-106
1386090,DHC-8-314
1386107,DHC-8-315
1386450,203
1386544,215
1387000,767-2AX
1387001,747-236B
1387294,777-3ALER
1388000,777-2U8
1388002,787-8
138847O,737-830
1389000,767-2FK
1389001,767-25E
1389002,CH-47F
1389003,CH147
1390000,DHC-8-100 SER
1390001,DHC-8-101
1390002,DHC-8-102
1390003,DHC-8-103
1390004,DHC-8-201
1390005,DHC-200
1390006,BD-700-1A10
1390007,DHC-8-202
1390008,CL-600-2B19
1390009,CL-600-2B16
139000A,CL-600-2B16(CL601-3R
1390010,DHC-8-311
1390011,DHC-8-300
1390012,DHC-8-106
1390013,DHC-8-314
1390014,DHC-8-314Q
1390015,CL-600-2C10
1390016,CL-600-2D24
1390017,CL-604
1390018,CL-600-2A12
1390019,CL-215-6B11 (CL-415)
1390020,CHALLENGER 601-3R
1390021,CL-600-2C11
1390022,BD-700-1A11
1390024,CL600-2B16 (CL601-3A
1390025,CL-600-2B19
1390026,CL-600-2B16 (CL-605)
1390030,CL-600-2D24
1390040,BD-600-2B16
1390041,DHC-8-401
1390042,DHC-8-402
1390043,DHC-8-315
1390044,BD-100-1A10
1390045,LEARJET 40
1390046,CL-601-3A
1390050,BD-100-1A10
1390052,BD-700-2A12
1390075,CL-600-2C10
1390085,BD-700-1A10
1390099,CL-600-2B19
1390116,CL-600-2E25
1391554,JHC GYROPLANE
1400000,CL-66
1400010,BD-500-1A10
1400012,BD-500-1A10
1400015,BD-500-1A11
1400201,BOLKOW 208C
1400202,BOLKOW JR
1400266,BOLKOW JUNIOR 208
1403003,105 S CBS
1403004,PHOEBUS
1403008,PHOEBUS A-1
1403012,PHOEBUS B-1
1403014,PHOEBUS C
1403016,PHOEBUS C-1
1406000,RED BIRD
1410101,BOWERS FLY BABY
1410102,BOWERS FLYBABY A-1
1410103,BOWERS FLY BABY
1410104,FLYBABY I
1410105,FLYBABY FM-1
1410106,BOWERS FLYBABY 1A
1410107,BOWERS FLY BABY
1410108,BOWERS FLY BABY 1A
1410109,FLYBABY 1-A
1410110,FLYBABY 1-A
1410111,FLY BABY 1-A
1410112,FLYBABY 1-A
1410113,FLYBABY 1-A
1410114,FLY BABY 1-A
1410115,JIM'S FLY BABY
1410116,BOWERS FLYBABY 1A
1410117,FLYBABY 1-A
1410118,BOWERS FLYBABY
1410119,BOWERS FLY BABY 1-A
1410120,FLYBABY
1410121,FLYBABY
1410122,FLY-BABY
1410123,BOWERS FLY BABY 1A
1410124,BOWERS FLYBABY
1410125,BOWERS FLYBABY
1410126,FLY BABY 1A
1410127,BOWERS FLYBABY 1A
1410128,FLY BABY
1410129,BOWERS FLYBABY 1-A
1410130,BOWERS FLYBABY 1-A
1410131,BOWERS FLY BABY 1A
1410132,FLY-BY MODEL A
1410133,BOWERS FLYBABY 1A
1410134,FLY BABY 1-A
1410135,FLY BABY 1B
1410136,BOWERS FLY BABY
1410137,FLY BABY
1410138,FLY-BABY 1-A
1410139,BOWERS FLY BABY
1410140,BOWERS FLY BABY
1410141,FLYBABY 1A
1410142,JANAY
1410143,BOWERS FLYBABY-1
1410144,FLYBABY 1-A
1410145,FLY BABY
1410146,FLYBABY 1A
1410147,FLYBABY-1A
1410148,FLY BABY 1-A
1410149,FLY BABY 1A
1410150,FLYBABY
1410151,FLYBABY 1-JN
1410152,FLYBABY 1A
1410153,FLYBABY 1-A
1410154,BOWERS FLYBABY 1A
1410155,FLY BABY 1-A
1410156,BOWERS FLY-BABY
1410157,BOWERS FLYBABY
1410158,BOWERS FLY BABY
1410159,BOWERS FLYBABY
1410160,BOWERS FLYBABY
1410161,BOWERS FLYBABY 1A
1410162,FLYBABY 1A
1410163,FLY BABY
1410164,FLY BABY
1410165,BOWERS BI-BABY
1410166,BOWERS FLY BABY 1-A
1410167,FLY BABY 1B
1410168,FLY BABY
1410169,FLY BABY 1A
1410170,FLY BABY 1A
1410171,FLY BABY
1410172,BOWERS FLY BABY 1A
1410173,BOWERS FLYBABY 1A
1410174,FLY BABY 1A
1410175,BOWERS FLY BABY 1A
1410176,BOWERS FLYBABY 1A
1410177,BOWERS FLYBABY 1A
1410178,FLYBABY
1410179,FLYBABY 1-A
1410180,FLY BABY 1A
1410181,FLY BABY
1410182,FLY BABY
1410183,BOWERS FLY BABY 1-A
1410184,BOWERS FLY BABY
1410185,FLYBABY
1410186,FLY BABY 1-A
1410187,BOWERS FLY BABY 1A
1410188,BOWERS BI-BABY
1410189,FLY BABY 1A
1410190,FLY BABY 1A
1410191,BOWERS FLY BABY 1A
1410192,FLY BABY 1-A
1410193,FLY BABY 1A
1410194,FLY BABY
1410195,BOWERS FLY BABY IB
1410196,BOWERS FLY BABY I-A
1410197,BOWERS FLYBABY IA
1410198,FLYBABY 1-A
1410199,BOWERS FLYBABY 1-A
14101A1,FLYBABY
14101A2,BOWERS FLAY BABY I
14101A3,BOWERS FLY BABY
14101A4,FLY BABY
14101A5,FLY BABY 1B
14101A6,FLY BABY
14101A7,BOWERS FLYBABY
14101A8,FLY-BABY
14101A9,BOWERS FLYBABY
14101AC,BOWERS FLYBABY
14101B1,BOWERS FLY BABY
14101B2,BOWERS FLY BABY
14101B3,BOWERS FLYBABY PETE
14101B4,BOWERS FLYBABY 1A
14101B5,FLYBABY
14101B6,FLYBABY
14101B7,BOWERS FLY-BABY A1
14101B8,FLY BABY
14101B9,FLY BABY
14101C1,BOWERS FLYBABY A1
14101C2,BOWERS FLY BABY 1A
14101C3,FLY-B1 BABY
14101C4,FLYBABY BIPLANE
14101C5,TAYLOR FLYBABY 1
14101C6,FLY BABY
14101C7,BOWERS FLYBABY 1A
14101C8,BOWERS BI-BABY
14101C9,A75-8
14101D1,BOWERS FLY BABY
14101D2,FLYBABY
14101D3,FLY BABY MODIFIED
14101D4,FLY BABY
14101D5,FLY BABY
14101D6,FLY-BABY 1B
14101D7,FLY BABY I
14101D8,BOWERS FLYBABY
14101D9,KLEBS FLYBABY
14101E1,FLYBABY 1 B
14101E2,FLYBABY
14101E3,BOWERS FLY BABY
14101E4,FLYBABY
14101E5,FLYBABY
14101E6,FLYBABY 1A
14101E7,ARNOLDS FLYBABY
14101E8,BOWERS FLYBABY 1
14101E9,BOWERS FLYBABY 1A
14101F1,BOWERS 1B
14101F2,FLYBABY
14101F3,FLYBABY 1A
14101F4,BOWERS FLY BABY
14101F5,BOWERS FLYBABY I
14101F6,WELLS FLYBABY 1A
14101F7,BOWERS FLYBABY 1A
14101F8,FLYBABY 1A
14101F9,LUCKETT FLYBABY
14101G1,FLYBABY MODEL 1-A
14101G2,FLYBABY 1AF
14101G3,BOWERS FLYBABY 1A
14101G4,BOWERS FLYBABY
14101G5,BOWERS FLYBABY 1A
14101G6,FLYBABY
14101G7,BOWERS FLY BABY 1A
14101G8,FLYBABY
14101G9,FLYBABY 1A
14101H1,FLYBABY 1A-S
14101H2,FLYBABY
14101H5,FLY BABY
1410202,FLY BABY
1412101,1A
141210C,FLY-BABY
141210D,FLY BABY 1A
141210E,AMATEUR BUILT
141210F,1A
141210G,1A
141210H,1A
141210J,FLY BABY
141210M,FLY BABY
141210N,FLYBABY 1
141210P,1-A
1412116,FLY-BABY 1A
1412117,1-A
1412118,BOWERS FLY-BABY 1A
1412119,BOWERS FLY BABY 1A
1412120,BOWERS FLY BABY 1A
1412121,BOWERS FLY BABY 1A
1412122,BOWERS FLY BABY 1A
1412123,FLY BABY 1A
1412124,BOWERS FLY BABY
1412125,BOWERS FLY BABY MOD1
1412126,BOWERS FLY BABY 1A
1412127,FLY BABY 1A
1412128,BOWERS FLYBABY 1A
1412129,FLY BABY 1A
141212A,1-A
141212B,1A
141212C,BOWERS FLY BABY
1412130,PETE BOWERS FLYBABY
1412131,BOWERS FLYBABY 1A
1412132,BOWERS FLY-BABY
1412133,BOWERS FLYBABY 1A
1412134,BOWERS 1A
1412135,BOWERS FLY BABY
1412136,BOWERS FLY BABY
1412137,BOWERS FLY BABY 1A
1412138,BOWERS FLY BABY
1412139,BOWERS FLY BABY
1412154,FLY BABY
14121AZ,1A
14121B8,FLYBABY LB-1
14121B9,1A
14121CH,A-1
14121J5,LB-1
14121J6,FB-1A
14121LB,1-A
14121LE,A-1
14121LG,1A-BIS
14121LH,1A
14121LP,1V
14121MA,A1
14121ME,A
14121MK,FLY BABY
14121ML,EX-1911
14121MM,FLY-BABY 1A
14121MP,1A
14121MQ,C.H.-1
14121MR,FLY BABY 1-A
14121MS,1-A
14121MT,BOWERS FLYBABY
14121MU,FLY BABY A-1
14121MV,FLY BABY 1A
14121MW,BOWERS FLY BABY
14121MX,BOWERS FLY BABY
14121QF,A-1
14121QG,1A
14121U7,FLY BABY
14121U8,FLY BABY 1A
14121UE,FLY BABY 1-A
14121UF,1A
14121UG,1A
14121UH,FLYBABY
14121UJ,FLY-BABY
14121UK,FLYBABY 1A
14121UL,1A
14121UM,FLY BABY 1A
14121UN,FLY BABY
14121UP,BOWERS FLY BABY
14121X7,FLYBABY 1A
14121X8,FLY BABY I
14121X9,GOX
14121YA,FLY BABY
14121ZA,FLYBABY
1420101,BA-42
1440300,EB28
1440310,EB29
1440311,EB29R
1440502,B-2
1440504,B-2A
1440506,B-2B
1440508,YH03BR
1440602,305
1450102,FAUVETTE 905A
1461102,1
1461103,B-1
1461104,FLEET 1
1461202,2
1461204,FLEET 2
1461208,FLEET 2
1461502,7
1461503,7B
1461504,7-C
1461506,7 DELUXE
1461512,FLEET 7
1461514,FLEET 7C
1461516,FLEET 7 DELUXE
1461517,FLEET 7(PHILLIPS)
1461802,8
1461804,FLEET 8
1461902,9
1461904,FLEET 9
1462002,10
1462004,FLEET 10
1462006,10F
1470001,M 1C
1470102,BRITANNIA 305
1470104,BOLINGBROKE MK IV
1480202,BAC 1-11 211/AH
1480204,BAC 1-11 201/Z/AC
1480208,BAC 1-11 203/AE
1480210,BAC 1-11 204/AF
1480218,BAC 1-11 212/AR
1480221,BAC 1-11 215/AU
1480260,BAC 1-11 400
1480268,BAC 1-11 401/AK
1480270,BAC 1-11 412A/EB
1480273,BAC 1-11 414/EG
1480274,BAC 1-11 416EK
1480277,BAC 1-11 410/AQ
1480280,BAC 1-11 419/EP
1480283,BAC 1-11 422/EQ
1480306,BAC 1-11 520
1480307,BAC 167 STRIKEMASTER
1480308,BAC 167 STKMSTR MK83
1480309,BAC STKMSTR MK80
1480310,BAC 167 STKMSTR MK88
1480387,BAC 145 STRKMST MK87
1500001,UH-1H
1500002,UH-1H
1500003,OH-58A+
1500004,OH-58A
1500005,OH-58C
1500089,AVRO-146RJ100
1500094,RJ85A
1500095,AVRO 146-RJ70A
1500096,AVRO-146RJ100A
1500097,AVRO 146-RJ85A
1500098,AVRO 146-RJ85
1500099,AVRO 146-RJ85A
1500100,DH-125-3ARA
1500101,HS125 FAN 400A
1500102,DH.125-400A
1500103,BAE 125-800A
1500104,BAE 125-1000A
1500105,DH 125-1A/R-522
1500106,DH 125-1A/S-522
1500107,HS125 FAN 400A
1500108,JETSTREAM 3101
1500109,BAE 125-1000A
1500118,BAE.125 SERIES 800B
1500119,BAE 125-800A
1500120,BAE 125-800B
1500201,BAG-PIONEER-2
1500202,BAG-PIONEER-3
1500203,JETSTREAM 3108
1500204,HS 125-700A
1500205,HS 125-700B
1500206,HS 125 SERIES 600A
1500214,JETSTREAM 3217
1500215,BAE JETSTREAM 3100
1500216,BAE JETSTREAM 3101
1500217,BAE JETSTREAM 3201
1500218,JETSTREAM 3212
1500219,JETSTREAM 3201
1500220,JETSTREAM 3112
1500221,JETSTREAM 3102
1500222,BAE JETSTREAM 3103
1500223,BAE 32 JETSTREAM
1500248,HS748 SERIES 2B
1500249,HS-748-2A
1500258,BAE 146
1500259,BAE 146 SERIES 100
1500260,BAE 146 SERIES 100A
1500265,BAE 146 SERIES 200
1500266,BAE 146 SERIES 200A
1500267,BAE 146 SERIES 300A
1500268,BA-JETSTREAM-200
1500269,101
1500270,BAE 146-300
1500285,BAE 125 SERIES 800A
1500286,BAE 125 SERIES 800A
1500287,BAE 125 SERIES 1000A
1500288,BAE 125-1000
1500289,BAE 125-1000B
1500290,HAWKER 1000
1500299,BAC 1-11 201/Z/AC
1500300,BAE ATP
1500302,HARRIER
1500303,HARRIER GR3
1500304,SEA HARRIER FA2
1500305,JETSTREAM 4101
1500306,4101
1500307,HARRIER T8
1500310,BAC 1-11 420/EL
1500311,BAC 1-11 200
1500501,JETSTREAM 4101
1500502,JETSTREAM 4100
1500867,MK 67 (T-59)
1500868,HAWK MK 67
1520202,BN-2 ISLANDER
1520203,BN-2A MK III
1520204,BN-2A
1520205,BN-2A-6
1520206,BN2A-2
1520207,BN-2A-7
1520208,BN 2A MKIII 2
1520209,BN-2A-8
1520210,BN-2A-9
1520215,BN-2A-3
1520220,BN-2A-20
1520221,BN-2A-21
1520222,BN-2A-6-ISLANDER
1520225,BN-2A-26
1520226,BN2A-26 ISLANDER
1520227,BN-2A-27
1520301,BN-2B
1520302,BN-2B-20
1520303,BN-2B-21
1520350,BN-2B-26
1520370,BN-2A-26
1520375,BN-2T
1520376,BN-2T-4R
1520377,TRISLANDER MK III
1520378,BN2T ISLANDER
1520379,BN-2T-4S
1520400,BN2T ISLANDER
1530100,BIRD A
1590100,JUNGMAN BU-131
1590101,BU 131 (JUNGMANN)
1590104,JUNGMAN
1590106,AERO Z 131
1590107,C-104
1590108,C-104
1590111,AERO Z-131
1590114,C.A.S.A. 1.131
1590115,131
1590118,E3B
1590120,BUCKER JUNGMAN
1590121,131A
1590124,131
1590134,BU 133
1590141,BU-131
1590201,JUNGMEISTER BU133S
1590202,JUNGMEISTER BU133S
1590203,BUCKER 1.131
1590204,BUCKER JUNGMANN
1590205,JU 87-B2
1590206,JUNGMEISTER REPLICA
1590302,JUNGMEISTER
1590304,JUNGMEISTER BU133D1
1590311,BU-133C
1590312,BU-133
1590313,BU133
1590322,133
1590324,133C
1590326,133 JUNGMEISTER
1590328,133
1590330,JUNGMEISTER BU 133C
1590333,133
1590336,BU133L
1590350,RTH JUNGSTER 1
1590351,BUCKER JUNGSTER
1590352,BU133S
159035A,JUNGSTER II
159035B,JUNGSTER 1
1590361,1
1590362,JUNGSTER 1 PAPOOSE
1590372,JUNGMEISTER REPLICA
1590373,1
1590379,JUNGMEISTER 3
1590412,BUCKER
1590413,JUNGMEISTER BU133
1590414,JUNGMEISTER DH-1
1590415,CASA BUCKER 1.131-E
1590416,BURGESS BUCKER
1590417,BIPLANE
1590501,JUNGSTER I
1590502,JUNGSTER VI
1590503,JUNGSTER I
1590504,JUNGSTER-I
1590505,RK-1 JUNGSTER I
1590506,JUNGSTER-I
1590507,JUNGSTER-1
1590508,JUNGSTER-1
1590509,JUNGSTER-I
1590510,JUNGSTER-I
1590511,JUNGSTER-I
1590512,JUNGSTER-I
1590513,JUNGSTER-I
1590514,JUNSTER-I
1590515,JUNGSTER-I
1590516,JUNGSTER J-1
1590517,JUNGSTER I
1590518,JUNGSTER JI
1590519,JUNGSTER I
1590520,JUNGSTER I
1590521,JUNGSTER I
1590601,JUNGSTER II
1590602,JUNGSTER 2
1590603,JUNGSTER II
1590604,JUNGSTER II
1590605,JUNGSTER II
1610504,C-93
1610506,RB-1
1650202,CA-1WA
1650299,CA-5A
1650300,CA-3 AIRSEDAN
1650301,CA-3B
1650302,CA-3C
1650303,CA-3D
1650304,BUHL L A
1650309,BUHL A-1 GYRO
1650310,AIR SEDAN CA5
1650325,BUHL ARMY TRAINING
1650501,CA-5
1651002,LA-1
1651004,LA-1A
1651006,LA-1S
1651008,LA-1SA
1651009,AIRSTER
1651010,LA-1B
1651012,LA-1SB
1651013,CA-3E
1651014,CA-6
1651015,CA-8A
1660103,G102 CLUB ASTIR III
1660104,G102 ASTIR CS
1660105,G102 ASTIR CS 77
1660106,G102 CLUB ASTIR IIIB
1660107,G102 STANDARD III
1660108,G102 STD ASTIR III
1660109,G103C TWIN III SL
1660199,G 109
1660201,TWIN ASTIR
1660202,G103 TWIN ASTIR
1660203,G 103 TWIN II
1660204,G109
1660205,G-109B
1660206,G-103A TWIN II ACRO
1660207,G103C TWIN III ACRO
1660208,G 120A
1660209,G 103 TWIN II
1660210,STANDARD CIRRUS
1660211,G103 TWIN ASTIR
1660212,ASTIR CS
1660213,ASTIR CS JEAN
1660214,GROB G 103A TWIN II
1660215,G103C TWIN III ACRO
1660216,STANDARD CIRRUS B
1660217,ASTIR CS
1660225,GROB G 103 TWIN II
1660302,SPEED ASTIR II
1660303,GROB G115C
1660304,GROB G115D
1660305,GROB G115C2
1660306,SPEED ASTIR II B
1660307,ASTIR CS-77
1660308,ASTIR CS
1660309,TWIN ASTIR
1660310,GROB 115B
1660311,TWIN ASTIR
1660312,G120TP-A
1660320,G 120TP-A
1660402,STANDARD ASTIR II
1660501,G103 TWIN ASTIR TRAI
1660502,EGRETT 1
1660503,EGRETT I
1660504,G520 EGRETT
1660505,G520 EGRETT
1682007,TBM 850
1690121,MM1
16901BA,MUSTANG II
16901BB,BUSHBY MUSTANG II
16901BC,GRAHAM SUPER MIDGET
16901BD,MIDGET MUSTANG MM I
16901CB,MIDGET MUSTANG MM-1
16901CC,M-1
16901CD,MIDGET MUSTANG I
16901CE,DIAMOND
16901CF,M-1
16901CG,MIDGET MUSTANG M1
16901CH,MIDGET MUSTANG M1
16901CJ,MIDGET MUSTANG MM-1
16901CK,MUSTANG II
16901CL,BUSHBY MUSTANG II
16901CM,BUSHBY MUSTANG M-II
16901CN,MIDGET MUSTANG MM-1
16901CP,MUSTANG II
16901CQ,MIDGET MUSTANG
